ID PREVISION SIC;CODIGO PROTOCOLO;NOMBRE;PROGRAMACION;PERIODICIDAD;FECHA;MES;N SEMANA;CODIGO ESPECIALIDAD;ESPECIALIDAD;HORAS;TIPO;ESTADO
403342;I142;Equipos de Lavandería;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Mié(M)";07-01-26;enero;1;57;M-POLIVALENTE;3,333333333;EXTERNA;
403343;I142;Equipos de Lavandería;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Mié(M)";04-02-26;febrero;5;57;M-POLIVALENTE;3,333333333;EXTERNA;
403344;I142;Equipos de Lavandería;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Mié(M)";04-03-26;marzo;9;57;M-POLIVALENTE;3,333333333;EXTERNA;
403345;I142;Equipos de Lavandería;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Mié(M)";08-04-26;abril;14;57;M-POLIVALENTE;3,333333333;EXTERNA;
403346;I142;Equipos de Lavandería;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Mié(M)";06-05-26;mayo;18;57;M-POLIVALENTE;3,333333333;EXTERNA;
403347;I142;Equipos de Lavandería;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Mié(M)";10-06-26;junio;23;57;M-POLIVALENTE;3,333333333;EXTERNA;
403348;I142;Equipos de Lavandería;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Mié(M)";08-07-26;julio;27;57;M-POLIVALENTE;3,333333333;EXTERNA;
403349;I142;Equipos de Lavandería;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Mié(M)";05-08-26;agosto;31;57;M-POLIVALENTE;3,333333333;EXTERNA;
403350;I142;Equipos de Lavandería;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Mié(M)";09-09-26;septiembre;36;57;M-POLIVALENTE;3,333333333;EXTERNA;
403351;I142;Equipos de Lavandería;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Mié(M)";07-10-26;octubre;40;57;M-POLIVALENTE;3,333333333;EXTERNA;
403352;I142;Equipos de Lavandería;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Mié(M)";04-11-26;noviembre;44;57;M-POLIVALENTE;3,333333333;EXTERNA;
403353;I142;Equipos de Lavandería;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Mié(M)";09-12-26;diciembre;49;57;M-POLIVALENTE;3,333333333;EXTERNA;
403366;I403;Góndolas BMU;MANTENIMIENTO ANUAL;"Anual Periódica; Cada 1Año(s) .: Comienza el año 2026; El mes de enero; Semana del mes 2: Mar(M)";06-01-26;enero;1;57;M-POLIVALENTE;1,333333333;INTERNA;
403367;I403;Góndolas BMU;MANTENIMIENTO ANUAL;"Anual Periódica; Cada 1Año(s) .: Comienza el año 2026; El mes de enero; Semana del mes 2: Mar(M)";06-01-26;enero;1;57;M-POLIVALENTE;1,333333333;INTERNA;
403368;I404;RopeClimbers;MANTENIMIENTO ANUAL;"Anual Periódica; Cada 1Año(s) .: Comienza el año 2026; El mes de enero; Semana del mes 2: Mar(M)";06-01-26;enero;1;57;M-POLIVALENTE;1,5;INTERNA;
403589;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";04-01-26;enero;52;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403590;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";08-02-26;febrero;5;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403591;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";08-03-26;marzo;9;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403592;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";05-04-26;abril;13;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403593;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";03-05-26;mayo;17;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403594;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";07-06-26;junio;22;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403595;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";05-07-26;julio;26;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403596;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";02-08-26;agosto;30;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403597;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";06-09-26;septiembre;35;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403598;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";04-10-26;octubre;39;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403599;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";08-11-26;noviembre;44;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403600;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";06-12-26;diciembre;48;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403601;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";04-01-26;enero;52;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403602;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";08-02-26;febrero;5;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403603;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";08-03-26;marzo;9;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403604;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";05-04-26;abril;13;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403605;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";03-05-26;mayo;17;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403606;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";07-06-26;junio;22;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403607;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";05-07-26;julio;26;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403608;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";02-08-26;agosto;30;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403609;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";06-09-26;septiembre;35;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403610;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";04-10-26;octubre;39;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403611;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";08-11-26;noviembre;44;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403612;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Dom(M)";06-12-26;diciembre;48;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403613;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";03-01-26;enero;52;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403614;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";07-02-26;febrero;5;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403615;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";07-03-26;marzo;9;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403616;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";04-04-26;abril;13;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403617;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";02-05-26;mayo;17;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403618;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";06-06-26;junio;22;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403619;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";04-07-26;julio;26;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403620;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";01-08-26;agosto;30;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403621;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";05-09-26;septiembre;35;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403622;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";03-10-26;octubre;39;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403623;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";07-11-26;noviembre;44;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403624;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";05-12-26;diciembre;48;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403625;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";03-01-26;enero;52;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403626;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";07-02-26;febrero;5;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403627;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";07-03-26;marzo;9;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403628;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";04-04-26;abril;13;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403629;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";02-05-26;mayo;17;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403630;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";06-06-26;junio;22;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403631;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";04-07-26;julio;26;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403632;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";01-08-26;agosto;30;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403633;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";05-09-26;septiembre;35;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403634;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";03-10-26;octubre;39;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403635;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";07-11-26;noviembre;44;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403636;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 1: Sáb(M)";05-12-26;diciembre;48;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403637;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";10-01-26;enero;1;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403638;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";07-02-26;febrero;5;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403639;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";07-03-26;marzo;9;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403640;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";11-04-26;abril;14;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403641;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";09-05-26;mayo;18;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403642;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";13-06-26;junio;23;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403643;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";11-07-26;julio;27;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403644;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";08-08-26;agosto;31;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403645;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";12-09-26;septiembre;36;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403646;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";10-10-26;octubre;40;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403647;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";07-11-26;noviembre;44;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403648;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";12-12-26;diciembre;49;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403649;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";10-01-26;enero;1;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403650;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";07-02-26;febrero;5;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403651;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";07-03-26;marzo;9;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403652;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";11-04-26;abril;14;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403653;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";09-05-26;mayo;18;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403654;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";13-06-26;junio;23;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403655;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";11-07-26;julio;27;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403656;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";08-08-26;agosto;31;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403657;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";12-09-26;septiembre;36;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403658;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";10-10-26;octubre;40;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403659;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";07-11-26;noviembre;44;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403660;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Sáb(M)";12-12-26;diciembre;49;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403661;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Dom(M)";11-01-26;enero;1;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403662;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Dom(M)";08-02-26;febrero;5;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403663;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Dom(M)";08-03-26;marzo;9;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403664;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Dom(M)";12-04-26;abril;14;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403665;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Dom(M)";10-05-26;mayo;18;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403666;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Dom(M)";14-06-26;junio;23;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403667;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Dom(M)";12-07-26;julio;27;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403668;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Dom(M)";09-08-26;agosto;31;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403669;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Dom(M)";13-09-26;septiembre;36;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403670;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Dom(M)";11-10-26;octubre;40;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403671;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Dom(M)";08-11-26;noviembre;44;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403672;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Dom(M)";13-12-26;diciembre;49;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403673;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Dom(M)";11-01-26;enero;1;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403674;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Dom(M)";08-02-26;febrero;5;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403675;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Dom(M)";08-03-26;marzo;9;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403676;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Dom(M)";12-04-26;abril;14;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403677;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Dom(M)";10-05-26;mayo;18;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403678;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Dom(M)";14-06-26;junio;23;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403679;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Dom(M)";12-07-26;julio;27;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403680;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Dom(M)";09-08-26;agosto;31;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
403681;I642;Redes de Ductos de Clima;MANTENIMIENTO MENSUAL;"Mensual ; Cada 1mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Dom(M)";13-09-26;septiembre;36;50;M-CLIMATIZACION FRIGORISTA;1;INTERNA;
